Contig	Gene	Length	Gene id	function	Hit	Contig	Gene	Gene id	percent identity 1587.866	function
930	1750	181	fig|1587.865.peg.1750	Pyrimidine operon regulatory protein PyrR	bi	930	1750	fig|1587.866.peg.1750	100	Pyrimidine operon regulatory protein PyrR
930	1751	319	fig|1587.865.peg.1751	Aspartate carbamoyltransferase (EC 2.1.3.2)	bi	930	1751	fig|1587.866.peg.1751	100	Aspartate carbamoyltransferase (EC 2.1.3.2)
930	1752	426	fig|1587.865.peg.1752	Dihydroorotase (EC 3.5.2.3)	bi	930	1752	fig|1587.866.peg.1752	100	Dihydroorotase (EC 3.5.2.3)
930	1753	362	fig|1587.865.peg.1753	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	bi	930	1753	fig|1587.866.peg.1753	100	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)
930	1754	1063	fig|1587.865.peg.1754	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	bi	930	1754	fig|1587.866.peg.1754	100	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
930	1755	607	fig|1587.865.peg.1755	Transposase	-	 		 	0	 
930	1756	371	fig|1587.865.peg.1756	hypothetical protein	bi	930	1756	fig|1587.866.peg.1756	100	hypothetical protein
930	1757	332	fig|1587.865.peg.1757	Sugar:proton symporter	bi	930	1757	fig|1587.866.peg.1757	100	Sugar:proton symporter
930	1758	94	fig|1587.865.peg.1758	hypothetical protein	bi	930	1758	fig|1587.866.peg.1758	100	hypothetical protein
930	1759	142	fig|1587.865.peg.1759	Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)	bi	930	1759	fig|1587.866.peg.1759	100	Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)
930	1760	794	fig|1587.865.peg.1760	Xaa-Pro dipeptidyl-peptidase (EC 3.4.14.11)	bi	930	1760	fig|1587.866.peg.1760	100	Xaa-Pro dipeptidyl-peptidase (EC 3.4.14.11)
930	1761	75	fig|1587.865.peg.1761	FIG00747714: hypothetical protein	bi	930	1761	fig|1587.866.peg.1761	100	FIG00747714: hypothetical protein
930	1762	119	fig|1587.865.peg.1762	FIG138056: a glutathione-dependent thiol reductase	bi	930	1762	fig|1587.866.peg.1762	100	FIG138056: a glutathione-dependent thiol reductase
930	1763	299	fig|1587.865.peg.1763	Esterase/lipase	bi	930	1763	fig|1587.866.peg.1763	100	Esterase/lipase
930	1764	412	fig|1587.865.peg.1764	Lysin	bi	930	1764	fig|1587.866.peg.1764	100	Lysin
930	1765	599	fig|1587.865.peg.1765	Integral membrane protein	bi	930	1765	fig|1587.866.peg.1765	100	Integral membrane protein
930	1766	60	fig|1587.865.peg.1766	2-hydroxymuconate tautomerase-like protein	bi	930	1766	fig|1587.866.peg.1766	100	2-hydroxymuconate tautomerase-like protein
930	1767	204	fig|1587.865.peg.1767	hypothetical protein	bi	930	1767	fig|1587.866.peg.1767	100	hypothetical protein
930	1768	50	fig|1587.865.peg.1768	hypothetical protein	-	 		 	0	 
930	1769	41	fig|1587.865.peg.1769	FIG00743106: hypothetical protein	bi	930	1769	fig|1587.866.peg.1769	100	FIG00743106: hypothetical protein
930	1770	342	fig|1587.865.peg.1770	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	bi	930	1770	fig|1587.866.peg.1770	100	Branched-chain amino acid aminotransferase (EC 2.6.1.42)
930	1771	456	fig|1587.865.peg.1771	hypothetical protein	bi	930	1771	fig|1587.866.peg.1771	100	hypothetical protein
930	1772	104	fig|1587.865.peg.1772	LSU ribosomal protein L21p	bi	930	1772	fig|1587.866.peg.1772	100	LSU ribosomal protein L21p
930	1773	97	fig|1587.865.peg.1773	LSU ribosomal protein L27p	bi	930	1773	fig|1587.866.peg.1773	100	LSU ribosomal protein L27p
930	1774	370	fig|1587.865.peg.1774	Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	bi	930	1774	fig|1587.866.peg.1774	100	Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)
930	1775	190	fig|1587.865.peg.1775	Translation elongation factor P	bi	930	1775	fig|1587.866.peg.1775	100	Translation elongation factor P
930	1776	142	fig|1587.865.peg.1776	Alkaline shock protein	bi	930	1776	fig|1587.866.peg.1776	100	Alkaline shock protein
930	1777	131	fig|1587.865.peg.1777	Transcription termination protein NusB	bi	930	1777	fig|1587.866.peg.1777	100	Transcription termination protein NusB
930	1778	283	fig|1587.865.peg.1778	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	bi	930	1778	fig|1587.866.peg.1778	100	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)
930	1779	446	fig|1587.865.peg.1779	hypothetical protein	-	 		 	0	 
930	1780	283	fig|1587.865.peg.1780	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	uni	930	1778	fig|1587.866.peg.1778	100	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)
930	1781	448	fig|1587.865.peg.1781	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)	bi	930	1781	fig|1587.866.peg.1781	100	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)
930	1782	81	fig|1587.865.peg.1782	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)	bi	930	1782	fig|1587.866.peg.1782	100	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)
930	1783	290	fig|1587.865.peg.1783	(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)	bi	930	1783	fig|1587.866.peg.1783	100	(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)
930	1784	271	fig|1587.865.peg.1784	RNA binding methyltransferase FtsJ like	bi	930	1784	fig|1587.866.peg.1784	100	RNA binding methyltransferase FtsJ like
930	1785	561	fig|1587.865.peg.1785	DNA repair protein RecN	bi	930	1785	fig|1587.866.peg.1785	100	DNA repair protein RecN
930	1786	147	fig|1587.865.peg.1786	Lin2984 protein	bi	930	1786	fig|1587.866.peg.1786	100	Lin2984 protein
930	1787	205	fig|1587.865.peg.1787	Guanylate kinase (EC 2.7.4.8)	bi	930	1787	fig|1587.866.peg.1787	100	Guanylate kinase (EC 2.7.4.8)
930	1788	75	fig|1587.865.peg.1788	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	bi	930	1788	fig|1587.866.peg.1788	100	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)
930	1789	800	fig|1587.865.peg.1789	Helicase PriA essential for oriC/DnaA-independent DNA replication	bi	930	1789	fig|1587.866.peg.1789	100	Helicase PriA essential for oriC/DnaA-independent DNA replication
930	1790	315	fig|1587.865.peg.1790	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	bi	930	1790	fig|1587.866.peg.1790	100	Methionyl-tRNA formyltransferase (EC 2.1.2.9)
930	1791	443	fig|1587.865.peg.1791	16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176)	bi	930	1791	fig|1587.866.peg.1791	100	16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176)
930	1792	252	fig|1587.865.peg.1792	Protein serine/threonine phosphatase PrpC, regulation of stationary phase	bi	930	1792	fig|1587.866.peg.1792	100	Protein serine/threonine phosphatase PrpC, regulation of stationary phase
930	1793	672	fig|1587.865.peg.1793	Serine/threonine protein kinase PrkC, regulator of stationary phase	bi	930	1793	fig|1587.866.peg.1793	100	Serine/threonine protein kinase PrkC, regulator of stationary phase
930	1794	297	fig|1587.865.peg.1794	Ribosome small subunit biogenesis RbfA-release protein RsgA	bi	930	1794	fig|1587.866.peg.1794	100	Ribosome small subunit biogenesis RbfA-release protein RsgA
930	1795	217	fig|1587.865.peg.1795	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	bi	930	1795	fig|1587.866.peg.1795	100	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
930	1796	229	fig|1587.865.peg.1796	Thiamin pyrophosphokinase (EC 2.7.6.2)	bi	930	1796	fig|1587.866.peg.1796	100	Thiamin pyrophosphokinase (EC 2.7.6.2)
930	1797	103	fig|1587.865.peg.1797	hypothetical protein	bi	930	1797	fig|1587.866.peg.1797	100	hypothetical protein
930	1798	62	fig|1587.865.peg.1798	LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent	bi	930	1798	fig|1587.866.peg.1798	100	LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent
930	1799	121	fig|1587.865.peg.1799	FIG001802: Putative alkaline-shock protein	bi	930	1799	fig|1587.866.peg.1799	100	FIG001802: Putative alkaline-shock protein
930	1800	554	fig|1587.865.peg.1800	Dihydroxyacetone kinase-like protein, phosphatase domain / Dihydroxyacetone kinase-like protein, kinase domain	bi	930	1800	fig|1587.866.peg.1800	100	Dihydroxyacetone kinase-like protein, phosphatase domain / Dihydroxyacetone kinase-like protein, kinase domain
930	1801	677	fig|1587.865.peg.1801	ATP-dependent DNA helicase RecG (EC 3.6.4.12)	bi	930	1801	fig|1587.866.peg.1801	100	ATP-dependent DNA helicase RecG (EC 3.6.4.12)
930	1802	334	fig|1587.865.peg.1802	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	bi	930	1802	fig|1587.866.peg.1802	100	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)
930	1803	81	fig|1587.865.peg.1803	Acyl carrier protein	bi	930	1803	fig|1587.866.peg.1803	100	Acyl carrier protein
930	1804	345	fig|1587.865.peg.1804	Oligopeptide ABC transporter, ATP-binding protein OppD (TC 3.A.1.5.1)	bi	930	1804	fig|1587.866.peg.1804	100	Oligopeptide ABC transporter, ATP-binding protein OppD (TC 3.A.1.5.1)
930	1805	329	fig|1587.865.peg.1805	Oligopeptide ABC transporter, ATP-binding protein OppF (TC 3.A.1.5.1)	bi	930	1805	fig|1587.866.peg.1805	100	Oligopeptide ABC transporter, ATP-binding protein OppF (TC 3.A.1.5.1)
930	1806	320	fig|1587.865.peg.1806	Oligopeptide ABC transporter, permease protein OppB (TC 3.A.1.5.1)	bi	930	1806	fig|1587.866.peg.1806	100	Oligopeptide ABC transporter, permease protein OppB (TC 3.A.1.5.1)
930	1807	310	fig|1587.865.peg.1807	Oligopeptide ABC transporter, permease protein OppC (TC 3.A.1.5.1)	bi	930	1807	fig|1587.866.peg.1807	100	Oligopeptide ABC transporter, permease protein OppC (TC 3.A.1.5.1)
930	1808	584	fig|1587.865.peg.1808	Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)	bi	930	1808	fig|1587.866.peg.1808	100	Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)
930	1809	507	fig|1587.865.peg.1809	Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)	bi	930	1809	fig|1587.866.peg.1809	100	Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)
930	1810	229	fig|1587.865.peg.1810	Ribonuclease III (EC 3.1.26.3)	bi	930	1810	fig|1587.866.peg.1810	100	Ribonuclease III (EC 3.1.26.3)
930	1811	1190	fig|1587.865.peg.1811	Chromosome partition protein smc	bi	930	1811	fig|1587.866.peg.1811	100	Chromosome partition protein smc
930	1812	431	fig|1587.865.peg.1812	Signal recognition particle receptor FtsY	bi	930	1812	fig|1587.866.peg.1812	100	Signal recognition particle receptor FtsY
930	1813	474	fig|1587.865.peg.1813	Putative dipeptidase	bi	930	1813	fig|1587.866.peg.1813	100	Putative dipeptidase
930	1814	113	fig|1587.865.peg.1814	hypothetical protein	bi	930	1814	fig|1587.866.peg.1814	100	hypothetical protein
930	1815	476	fig|1587.865.peg.1815	Uncharacterized amino acid permease, GabP family	bi	930	1815	fig|1587.866.peg.1815	100	Uncharacterized amino acid permease, GabP family
930	1816	345	fig|1587.865.peg.1816	Mobile element protein	bi	930	1816	fig|1587.866.peg.1816	100	Mobile element protein
930	1817	114	fig|1587.865.peg.1817	Signal recognition particle associated protein	bi	930	1817	fig|1587.866.peg.1817	100	Signal recognition particle associated protein
930	1818	477	fig|1587.865.peg.1818	Signal recognition particle protein Ffh	bi	930	1818	fig|1587.866.peg.1818	100	Signal recognition particle protein Ffh
930	1819	91	fig|1587.865.peg.1819	SSU ribosomal protein S16p	bi	930	1819	fig|1587.866.peg.1819	100	SSU ribosomal protein S16p
930	1820	172	fig|1587.865.peg.1820	16S rRNA processing protein RimM	bi	930	1820	fig|1587.866.peg.1820	100	16S rRNA processing protein RimM
930	1821	240	fig|1587.865.peg.1821	tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)	bi	930	1821	fig|1587.866.peg.1821	100	tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)
930	1822	116	fig|1587.865.peg.1822	LSU ribosomal protein L19p	bi	930	1822	fig|1587.866.peg.1822	100	LSU ribosomal protein L19p
930	1823	279	fig|1587.865.peg.1823	Uracil-DNA glycosylase family protein, clostridial type	bi	930	1823	fig|1587.866.peg.1823	100	Uracil-DNA glycosylase family protein, clostridial type
930	1824	262	fig|1587.865.peg.1824	hypothetical protein	bi	930	1824	fig|1587.866.peg.1824	100	hypothetical protein
930	1825	209	fig|1587.865.peg.1825	SOS-response repressor and protease LexA (EC 3.4.21.88)	bi	930	1825	fig|1587.866.peg.1825	100	SOS-response repressor and protease LexA (EC 3.4.21.88)
930	1826	88	fig|1587.865.peg.1826	hypothetical protein	bi	930	1826	fig|1587.866.peg.1826	100	hypothetical protein
930	1827	73	fig|1587.865.peg.1827	UPF0154 protein YneF	bi	930	1827	fig|1587.866.peg.1827	100	UPF0154 protein YneF
930	1828	338	fig|1587.865.peg.1828	Efflux ABC transporter, permease/ATP-binding protein MdlA	bi	930	1828	fig|1587.866.peg.1828	100	Efflux ABC transporter, permease/ATP-binding protein MdlA
930	1829	595	fig|1587.865.peg.1829	Efflux ABC transporter, permease/ATP-binding protein MdlB	bi	930	1829	fig|1587.866.peg.1829	100	Efflux ABC transporter, permease/ATP-binding protein MdlB
930	1830	648	fig|1587.865.peg.1830	endopeptidase O	bi	930	1830	fig|1587.866.peg.1830	100	endopeptidase O
930	1831	394	fig|1587.865.peg.1831	Cyclopropane-fatty-acyl-phospholipid synthase	bi	930	1831	fig|1587.866.peg.1831	100	Cyclopropane-fatty-acyl-phospholipid synthase
930	1832	205	fig|1587.865.peg.1832	Acyl-ACP:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.n4)	bi	930	1832	fig|1587.866.peg.1832	100	Acyl-ACP:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.n4)
930	1833	344	fig|1587.865.peg.1833	tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase (EC 2.1.1.223) / UPF0213 protein YazA	bi	930	1833	fig|1587.866.peg.1833	100	tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase (EC 2.1.1.223) / UPF0213 protein YazA
930	1834	258	fig|1587.865.peg.1834	SSU ribosomal protein S2p (SAe)	bi	930	1834	fig|1587.866.peg.1834	100	SSU ribosomal protein S2p (SAe)
930	1835	342	fig|1587.865.peg.1835	Translation elongation factor Ts	bi	930	1835	fig|1587.866.peg.1835	100	Translation elongation factor Ts
930	1836	242	fig|1587.865.peg.1836	Uridylate kinase (EC 2.7.4.22)	bi	930	1836	fig|1587.866.peg.1836	100	Uridylate kinase (EC 2.7.4.22)
930	1837	186	fig|1587.865.peg.1837	Ribosome recycling factor	bi	930	1837	fig|1587.866.peg.1837	100	Ribosome recycling factor
930	1838	245	fig|1587.865.peg.1838	Undecaprenyl diphosphate synthase (EC 2.5.1.31)	bi	930	1838	fig|1587.866.peg.1838	100	Undecaprenyl diphosphate synthase (EC 2.5.1.31)
930	1839	272	fig|1587.865.peg.1839	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	bi	930	1839	fig|1587.866.peg.1839	100	Phosphatidate cytidylyltransferase (EC 2.7.7.41)
930	1840	419	fig|1587.865.peg.1840	Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage	bi	930	1840	fig|1587.866.peg.1840	100	Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage
930	1841	566	fig|1587.865.peg.1841	Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type	bi	930	1841	fig|1587.866.peg.1841	100	Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type
930	1842	1437	fig|1587.865.peg.1842	DNA polymerase III polC-type (EC 2.7.7.7)	bi	930	1842	fig|1587.866.peg.1842	100	DNA polymerase III polC-type (EC 2.7.7.7)
930	1843	159	fig|1587.865.peg.1843	Bacterial ribosome SSU maturation protein RimP	bi	930	1843	fig|1587.866.peg.1843	100	Bacterial ribosome SSU maturation protein RimP
930	1844	404	fig|1587.865.peg.1844	Transcription termination protein NusA	bi	930	1844	fig|1587.866.peg.1844	100	Transcription termination protein NusA
930	1845	99	fig|1587.865.peg.1845	COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination	bi	930	1845	fig|1587.866.peg.1845	100	COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination
930	1846	104	fig|1587.865.peg.1846	Ribosomal protein L7Ae family protein YlxQ	bi	930	1846	fig|1587.866.peg.1846	100	Ribosomal protein L7Ae family protein YlxQ
930	1847	871	fig|1587.865.peg.1847	Translation initiation factor 2	bi	930	1847	fig|1587.866.peg.1847	100	Translation initiation factor 2
930	1848	122	fig|1587.865.peg.1848	Ribosome-binding factor A	bi	930	1848	fig|1587.866.peg.1848	100	Ribosome-binding factor A
930	1849	298	fig|1587.865.peg.1849	tRNA pseudouridine(55) synthase (EC 5.4.99.25)	bi	930	1849	fig|1587.866.peg.1849	100	tRNA pseudouridine(55) synthase (EC 5.4.99.25)
930	1850	321	fig|1587.865.peg.1850	FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)	bi	930	1850	fig|1587.866.peg.1850	100	FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)
930	1851	350	fig|1587.865.peg.1851	Heat-inducible transcription repressor HrcA	bi	930	1851	fig|1587.866.peg.1851	100	Heat-inducible transcription repressor HrcA
930	1852	200	fig|1587.865.peg.1852	Heat shock protein GrpE	bi	930	1852	fig|1587.866.peg.1852	100	Heat shock protein GrpE
930	1853	609	fig|1587.865.peg.1853	Chaperone protein DnaK	bi	930	1853	fig|1587.866.peg.1853	100	Chaperone protein DnaK
930	1854	385	fig|1587.865.peg.1854	Chaperone protein DnaJ	bi	930	1854	fig|1587.866.peg.1854	100	Chaperone protein DnaJ
930	1855	68	fig|1587.865.peg.1855	FIG00750525: hypothetical protein	bi	930	1855	fig|1587.866.peg.1855	100	FIG00750525: hypothetical protein
930	1856	613	fig|1587.865.peg.1856	Translation elongation factor LepA	bi	930	1856	fig|1587.866.peg.1856	100	Translation elongation factor LepA
930	1857	230	fig|1587.865.peg.1857	Sortase A, LPXTG specific	bi	930	1857	fig|1587.866.peg.1857	100	Sortase A, LPXTG specific
930	1858	758	fig|1587.865.peg.1858	Single-stranded-DNA-specific exonuclease RecJ	bi	930	1858	fig|1587.866.peg.1858	100	Single-stranded-DNA-specific exonuclease RecJ
930	1859	176	fig|1587.865.peg.1859	Adenine phosphoribosyltransferase (EC 2.4.2.7)	bi	930	1859	fig|1587.866.peg.1859	100	Adenine phosphoribosyltransferase (EC 2.4.2.7)
930	1860	310	fig|1587.865.peg.1860	Cysteine synthase (EC 2.5.1.47)	bi	930	1860	fig|1587.866.peg.1860	100	Cysteine synthase (EC 2.5.1.47)
930	1861	155	fig|1587.865.peg.1861	Homoserine O-succinyltransferase (EC 2.3.1.46)	bi	930	1861	fig|1587.866.peg.1861	100	Homoserine O-succinyltransferase (EC 2.3.1.46)
930	1862	108	fig|1587.865.peg.1862	Homoserine O-succinyltransferase (EC 2.3.1.46)	bi	930	1862	fig|1587.866.peg.1862	100	Homoserine O-succinyltransferase (EC 2.3.1.46)
930	1863	80	fig|1587.865.peg.1863	Cardiolipin synthase, bacterial type ClsA	bi	930	1863	fig|1587.866.peg.1863	100	Cardiolipin synthase, bacterial type ClsA
930	1864	398	fig|1587.865.peg.1864	Cardiolipin synthase, bacterial type ClsA	bi	930	1864	fig|1587.866.peg.1864	100	Cardiolipin synthase, bacterial type ClsA
930	1865	167	fig|1587.865.peg.1865	hypothetical protein	bi	930	1865	fig|1587.866.peg.1865	100	hypothetical protein
930	1866	758	fig|1587.865.peg.1866	Cation-transporting ATPase	bi	930	1866	fig|1587.866.peg.1866	100	Cation-transporting ATPase
930	1867	285	fig|1587.865.peg.1867	Transcriptional regulator, LysR family	bi	930	1867	fig|1587.866.peg.1867	100	Transcriptional regulator, LysR family
930	1868	62	fig|1587.865.peg.1868	Arginine deiminase (EC 3.5.3.6)	bi	930	1868	fig|1587.866.peg.1868	100	Arginine deiminase (EC 3.5.3.6)
930	1869	112	fig|1587.865.peg.1869	Arginine deiminase (EC 3.5.3.6)	bi	930	1869	fig|1587.866.peg.1869	100	Arginine deiminase (EC 3.5.3.6)
930	1870	66	fig|1587.865.peg.1870	Arginine deiminase (EC 3.5.3.6)	bi	930	1870	fig|1587.866.peg.1870	100	Arginine deiminase (EC 3.5.3.6)
930	1871	443	fig|1587.865.peg.1871	hypothetical protein	-	 		 	0	 
930	1872	56	fig|1587.865.peg.1872	Arginine deiminase (EC 3.5.3.6)	bi	930	1872	fig|1587.866.peg.1872	100	Arginine deiminase (EC 3.5.3.6)
930	1873	46	fig|1587.865.peg.1873	Ornithine carbamoyltransferase (EC 2.1.3.3)	bi	930	1873	fig|1587.866.peg.1873	100	Ornithine carbamoyltransferase (EC 2.1.3.3)
930	1874	191	fig|1587.865.peg.1874	Ornithine carbamoyltransferase (EC 2.1.3.3)	bi	930	1874	fig|1587.866.peg.1874	100	Ornithine carbamoyltransferase (EC 2.1.3.3)
930	1875	74	fig|1587.865.peg.1875	Ornithine carbamoyltransferase (EC 2.1.3.3)	bi	930	1875	fig|1587.866.peg.1875	100	Ornithine carbamoyltransferase (EC 2.1.3.3)
930	1876	141	fig|1587.865.peg.1876	Carbamate kinase (EC 2.7.2.2)	bi	930	1876	fig|1587.866.peg.1876	100	Carbamate kinase (EC 2.7.2.2)
930	1877	114	fig|1587.865.peg.1877	Carbamate kinase (EC 2.7.2.2)	bi	930	1877	fig|1587.866.peg.1877	100	Carbamate kinase (EC 2.7.2.2)
930	1878	179	fig|1587.865.peg.1878	Citrate lyase holo-[acyl-carrier-protein] synthase (EC 2.7.7.61)	bi	930	1878	fig|1587.866.peg.1878	100	Citrate lyase holo-[acyl-carrier-protein] synthase (EC 2.7.7.61)
930	1879	389	fig|1587.865.peg.1879	Acetyltransferase	bi	930	1879	fig|1587.866.peg.1879	100	Acetyltransferase
930	1880	54	fig|1587.865.peg.1880	FIG00744940: hypothetical protein	bi	930	1880	fig|1587.866.peg.1880	100	FIG00744940: hypothetical protein
930	1881	202	fig|1587.865.peg.1881	Transcriptional regulator	bi	930	1881	fig|1587.866.peg.1881	100	Transcriptional regulator
930	1882	350	fig|1587.865.peg.1882	Mobile element protein	uni	930	1066	fig|1587.866.peg.1066	100	Mobile element protein
930	1883	130	fig|1587.865.peg.1883	hypothetical protein	bi	930	1883	fig|1587.866.peg.1883	100	hypothetical protein
930	1884	293	fig|1587.865.peg.1884	Uncharacterized UPF0750 membrane protein SPy2155	bi	930	1884	fig|1587.866.peg.1884	100	Uncharacterized UPF0750 membrane protein SPy2155
930	1885	176	fig|1587.865.peg.1885	putative enterolysin A	bi	930	1885	fig|1587.866.peg.1885	100	putative enterolysin A
930	1886	279	fig|1587.865.peg.1886	Phosphoenolpyruvate synthase regulatory protein	bi	930	1886	fig|1587.866.peg.1886	100	Phosphoenolpyruvate synthase regulatory protein
930	1887	59	fig|1587.865.peg.1887	SSU ribosomal protein S21p	bi	930	1887	fig|1587.866.peg.1887	100	SSU ribosomal protein S21p
930	1888	148	fig|1587.865.peg.1888	Transamidase GatB domain protein	bi	930	1888	fig|1587.866.peg.1888	100	Transamidase GatB domain protein
930	1889	320	fig|1587.865.peg.1889	Phosphate starvation-inducible protein PhoH, predicted ATPase	bi	930	1889	fig|1587.866.peg.1889	100	Phosphate starvation-inducible protein PhoH, predicted ATPase
930	1890	175	fig|1587.865.peg.1890	Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly	bi	930	1890	fig|1587.866.peg.1890	100	Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly
930	1891	302	fig|1587.865.peg.1891	GTP-binding protein Era	bi	930	1891	fig|1587.866.peg.1891	100	GTP-binding protein Era
930	1892	251	fig|1587.865.peg.1892	DNA recombination and repair protein RecO	bi	930	1892	fig|1587.866.peg.1892	100	DNA recombination and repair protein RecO
930	1893	306	fig|1587.865.peg.1893	Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	bi	930	1893	fig|1587.866.peg.1893	100	Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)
930	1894	688	fig|1587.865.peg.1894	Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)	bi	930	1894	fig|1587.866.peg.1894	100	Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)
930	1895	612	fig|1587.865.peg.1895	DNA primase DnaG	bi	930	1895	fig|1587.866.peg.1895	100	DNA primase DnaG
930	1896	371	fig|1587.865.peg.1896	RNA polymerase sigma factor RpoD	bi	930	1896	fig|1587.866.peg.1896	100	RNA polymerase sigma factor RpoD
930	1897	219	fig|1587.865.peg.1897	putative enterolysin A	bi	930	1897	fig|1587.866.peg.1897	100	putative enterolysin A
930	1898	41	fig|1587.865.peg.1898	MutT/Nudix family protein	bi	930	1898	fig|1587.866.peg.1898	100	MutT/Nudix family protein
930	1899	88	fig|1587.865.peg.1899	MutT/Nudix family protein	bi	930	1899	fig|1587.866.peg.1899	100	MutT/Nudix family protein
930	1900	229	fig|1587.865.peg.1900	tRNA (adenine(22)-N(1))-methyltransferase (EC 2.1.1.217)	bi	930	1900	fig|1587.866.peg.1900	100	tRNA (adenine(22)-N(1))-methyltransferase (EC 2.1.1.217)
930	1901	266	fig|1587.865.peg.1901	GTP cyclohydrolase 1 type 2 homolog YbgI	bi	930	1901	fig|1587.866.peg.1901	100	GTP cyclohydrolase 1 type 2 homolog YbgI
930	1902	414	fig|1587.865.peg.1902	Tripeptide aminopeptidase (EC 3.4.11.4)	bi	930	1902	fig|1587.866.peg.1902	100	Tripeptide aminopeptidase (EC 3.4.11.4)
930	1903	122	fig|1587.865.peg.1903	Transcriptional regulator, GntR family	bi	930	1903	fig|1587.866.peg.1903	100	Transcriptional regulator, GntR family
930	1904	236	fig|1587.865.peg.1904	Efflux ABC transporter, ATP-binding protein	bi	930	1904	fig|1587.866.peg.1904	100	Efflux ABC transporter, ATP-binding protein
930	1905	282	fig|1587.865.peg.1905	hypothetical protein	bi	930	1905	fig|1587.866.peg.1905	100	hypothetical protein
930	1906	272	fig|1587.865.peg.1906	hypothetical protein	bi	930	1906	fig|1587.866.peg.1906	100	hypothetical protein
930	1907	83	fig|1587.865.peg.1907	FIG00744564: hypothetical protein	bi	930	1907	fig|1587.866.peg.1907	100	FIG00744564: hypothetical protein
930	1908	80	fig|1587.865.peg.1908	FIG00744564: hypothetical protein	bi	930	1908	fig|1587.866.peg.1908	100	FIG00744564: hypothetical protein
930	1909	56	fig|1587.865.peg.1909	hypothetical protein	-	 		 	0	 
